league_key,league_id,name,url,logo_url,draft_status,num_teams,edit_key,weekly_deadline,league_update_timestamp,scoring_type,league_type,renew,renewed,felo_tier,iris_group_chat_id,allow_add_to_dl_extra_pos,is_pro_league,is_cash_league,current_week,start_week,start_date,end_week,end_date,is_finished,game_code,season,draft_type,is_auction_draft,persistent_url,uses_playoff,has_playoff_consolation_games,playoff_start_week,uses_playoff_reseeding,uses_lock_eliminated_teams,num_playoff_teams,num_playoff_consolation_teams,has_multiweek_championship,waiver_type,waiver_rule,uses_faab,draft_time,post_draft_players,max_teams,waiver_time,trade_end_date,trade_ratify_type,trade_reject_time,player_pool,cant_cut_list,draft_together,sendbird_channel_url,stat_modifiers,pickem_enabled,uses_fractional_points,uses_negative_points,max_adds,max_trades,uses_roster_import,roster_import_deadline,draft_pick_time,can_trade_draft_picks
371.l.347949,347949,Pheasant Run Elite,https://football.fantasysports.yahoo.com/2017/f1/347949,False,postdraft,10,16,,1515058704.0,head,private,359_370526,380_153194,silver,,0,0,0,16,1,2017-09-07,16,2017-12-25,1.0,nfl,2017,self,1,,1,True,14,0,0,6,6,0,FR,gametime,1,1503779522.0,W,10,1,2017-11-11,vote,0,ALL,none,0,,"[{'stat': {'stat_id': 4, 'value': '0.04'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.125'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '1'}}, {'stat': {'stat_id': 77, 'value': '1'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,60.0,10.0,,,,
371.l.765588,765588,Casstevens Cup,https://football.fantasysports.yahoo.com/2017/f1/765588,False,postdraft,10,16,,1515058979.0,head,private,359_287220,380_844269,gold,,0,0,0,16,1,2017-09-07,16,2017-12-25,1.0,nfl,2017,live,0,,1,True,14,0,0,6,6,0,S,gametime,0,1504056600.0,W,10,2,2017-11-18,vote,1,ALL,none,0,,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.1'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.1'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 49, 'value': '6'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,,,,,90.0,1.0
380.l.153194,153194,Pheasant Run Elite,https://football.fantasysports.yahoo.com/2018/f1/153194,False,postdraft,10,16,,1546499999.0,head,private,371_347949,390_102231,silver,,0,0,0,16,1,2018-09-06,16,2018-12-24,1.0,nfl,2018,self,1,,1,True,14,0,0,6,6,0,FR,gametime,1,1535233134.0,W,10,1,2018-11-10,vote,0,ALL,none,0,3db18af74a8750fcad19445488468434,"[{'stat': {'stat_id': 4, 'value': '0.04'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.125'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 77, 'value': '2'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,60.0,10.0,1.0,2018-09-05,60.0,
380.l.844269,844269,Sexiest League Alive,https://football.fantasysports.yahoo.com/2018/f1/844269,False,postdraft,10,16,,1546500203.0,head,private,371_765588,390_102101,gold,,0,0,0,16,1,2018-09-06,16,2018-12-24,1.0,nfl,2018,live,0,,1,True,14,0,0,6,6,0,S,gametime,0,1535914800.0,W,10,2,2018-11-24,vote,1,ALL,none,0,530faadac27c705ee25b397a2d652adf,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.1'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.1'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '4'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 49, 'value': '6'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '8'}}, {'stat': {'stat_id': 52, 'value': '6'}}, {'stat': {'stat_id': 53, 'value': '2'}}, {'stat': {'stat_id': 54, 'value': '1'}}, {'stat': {'stat_id': 55, 'value': '0'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 68, 'value': '.5'}}, {'stat': {'stat_id': 77, 'value': '1'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,,,,,90.0,1.0
390.l.102101,102101,Sexiest League Alive,https://football.fantasysports.yahoo.com/2019/f1/102101,False,postdraft,10,16,,1577871023.0,head,private,380_844269,399_522487,gold,,0,0,0,16,1,2019-09-05,16,2019-12-23,1.0,nfl,2019,live,0,,1,True,14,0,0,6,6,0,S,gametime,0,1567474200.0,W,10,1,2019-11-23,vote,1,ALL,none,0,42bac3e106826f26edc80198eeb84580,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.1'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.1'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '4'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 49, 'value': '6'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '8'}}, {'stat': {'stat_id': 52, 'value': '6'}}, {'stat': {'stat_id': 53, 'value': '2'}}, {'stat': {'stat_id': 54, 'value': '1'}}, {'stat': {'stat_id': 55, 'value': '0'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 68, 'value': '.5'}}, {'stat': {'stat_id': 77, 'value': '1'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,,,,,90.0,1.0
390.l.102231,102231,Pheasant Run Elite,https://football.fantasysports.yahoo.com/2019/f1/102231,False,postdraft,10,16,,1577871085.0,head,private,380_153194,399_523631,silver,,0,0,0,16,1,2019-09-05,16,2019-12-23,1.0,nfl,2019,self,1,,1,True,14,0,0,6,6,0,FR,gametime,1,1567304282.0,W,10,1,2019-11-09,vote,0,ALL,none,0,be499abb1616c8ae1c76161e0e58adb4,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.125'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 68, 'value': '0.5'}}, {'stat': {'stat_id': 77, 'value': '0.5'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,60.0,10.0,,,60.0,
399.l.522487,522487,Sexiest League Alive,https://football.fantasysports.yahoo.com/2020/f1/522487,False,postdraft,10,16,,1610006434.0,head,private,390_102101,406_622085,gold,,0,0,0,16,8,2020-10-27,16,2020-12-28,1.0,nfl,2020,auto,0,,1,True,14,0,0,6,6,0,S,gametime,0,1603857605.0,W,10,1,2020-11-14,vote,1,ALL,none,0,42bac3e106826f26edc80198eeb84580,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '5'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 12, 'value': '0.16666666666667'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 58, 'value': '-3'}}, {'stat': {'stat_id': 38, 'value': '1'}}, {'stat': {'stat_id': 40, 'value': '2'}}, {'stat': {'stat_id': 41, 'value': '3'}}, {'stat': {'stat_id': 42, 'value': '3'}}, {'stat': {'stat_id': 43, 'value': '2'}}, {'stat': {'stat_id': 44, 'value': '6'}}, {'stat': {'stat_id': 45, 'value': '3'}}, {'stat': {'stat_id': 46, 'value': '1'}}, {'stat': {'stat_id': 65, 'value': '1'}}]",1.0,1,1,,,,,90.0,1.0
399.l.523631,523631,Pheasant Run Elite,https://football.fantasysports.yahoo.com/2020/f1/523631,False,postdraft,10,16,,1610006709.0,head,private,390_102231,406_696126,gold,,0,0,0,16,1,2020-09-10,16,2020-12-28,1.0,nfl,2020,self,0,,1,True,14,0,0,6,6,0,FR,gametime,1,1599439494.0,W,10,1,2020-11-14,vote,0,ALL,none,0,be499abb1616c8ae1c76161e0e58adb4,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.125'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 68, 'value': '0.5'}}, {'stat': {'stat_id': 77, 'value': '0.5'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,60.0,10.0,,,60.0,
406.l.1273347,1273347,Yahoo Public 1273347,https://football.fantasysports.yahoo.com/2021/f1/1273347,https://s.yimg.com/cv/api/default/20180206/default-league-logo@2x.png,postdraft,10,17,,1642058960.0,head,public,,,gold,,1,0,0,17,1,2021-09-09,17,2022-01-03,1.0,nfl,2021,live,0,,1,True,16,1,1,4,4,0,R,gametime,0,1630947600.0,W,10,2,2021-11-20,vote,2,ALL,yahoo,0,,"[{'stat': {'stat_id': 4, 'value': '0.04'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.1'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '0.5'}}, {'stat': {'stat_id': 12, 'value': '0.1'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 19, 'value': '3'}}, {'stat': {'stat_id': 20, 'value': '3'}}, {'stat': {'stat_id': 21, 'value': '3'}}, {'stat': {'stat_id': 22, 'value': '4'}}, {'stat': {'stat_id': 23, 'value': '5'}}, {'stat': {'stat_id': 29, 'value': '1'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 49, 'value': '6'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,,,,,60.0,
406.l.622085,622085,Sexiest League Alive,https://football.fantasysports.yahoo.com/2021/f1/622085,False,predraft,10,17,,,head,private,399_522487,414_438249,silver,,0,0,0,17,1,2021-09-09,17,2022-01-03,,nfl,2021,self,0,,1,True,15,0,0,6,6,0,S,gametime,0,,W,10,1,2021-11-20,vote,1,ALL,none,0,42bac3e106826f26edc80198eeb84580,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '5'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 12, 'value': '0.16666666666667'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 58, 'value': '-3'}}, {'stat': {'stat_id': 38, 'value': '1'}}, {'stat': {'stat_id': 40, 'value': '2'}}, {'stat': {'stat_id': 41, 'value': '3'}}, {'stat': {'stat_id': 42, 'value': '3'}}, {'stat': {'stat_id': 43, 'value': '2'}}, {'stat': {'stat_id': 44, 'value': '6'}}, {'stat': {'stat_id': 45, 'value': '3'}}, {'stat': {'stat_id': 46, 'value': '1'}}, {'stat': {'stat_id': 65, 'value': '1'}}]",1.0,1,1,,,,,90.0,1.0
406.l.696126,696126,Pheasant Run Elite,https://football.fantasysports.yahoo.com/2021/f1/696126,False,postdraft,10,17,,1642058697.0,head,private,399_523631,414_709240,gold,,0,0,0,17,1,2021-09-09,17,2022-01-03,1.0,nfl,2021,self,0,,1,True,15,0,0,6,6,0,FR,gametime,1,1630859348.0,W,10,1,2021-12-04,none,0,ALL,none,0,be499abb1616c8ae1c76161e0e58adb4,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.125'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '4'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 50, 'value': '8'}}, {'stat': {'stat_id': 51, 'value': '6'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '2'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-2'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 68, 'value': '0.5'}}, {'stat': {'stat_id': 77, 'value': '0.5'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,60.0,,,,60.0,
414.l.1399238,1399238,Yahoo Public 1399238,https://football.fantasysports.yahoo.com/f1/1399238,https://s.yimg.com/cv/api/default/20180206/default-league-logo@2x.png,postdraft,10,4,,1664518601.0,head,public,,,silver,,1,0,0,4,1,2022-09-08,17,2023-01-02,,nfl,2022,live,0,,1,True,16,1,1,4,4,0,R,gametime,0,1662403741.0,W,10,2,2022-11-19,vote,2,ALL,yahoo,0,,"[{'stat': {'stat_id': 4, 'value': '0.04'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.1'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '0.5'}}, {'stat': {'stat_id': 12, 'value': '0.1'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 19, 'value': '3'}}, {'stat': {'stat_id': 20, 'value': '3'}}, {'stat': {'stat_id': 21, 'value': '3'}}, {'stat': {'stat_id': 22, 'value': '4'}}, {'stat': {'stat_id': 23, 'value': '5'}}, {'stat': {'stat_id': 29, 'value': '1'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '6'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 49, 'value': '6'}}, {'stat': {'stat_id': 50, 'value': '10'}}, {'stat': {'stat_id': 51, 'value': '7'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '1'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-1'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1.0,1,1,,,,,60.0,
414.l.438249,438249,Sexiest League Alive,https://football.fantasysports.yahoo.com/f1/438249,False,predraft,9,4,,,head,private,406_622085,,gold,,0,0,0,4,1,2022-09-08,17,2023-01-02,,nfl,2022,self,0,,1,True,15,0,0,6,6,0,S,gametime,0,,W,10,1,2022-11-19,vote,1,ALL,none,0,42bac3e106826f26edc80198eeb84580,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '5'}}, {'stat': {'stat_id': 6, 'value': '-1'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 12, 'value': '0.16666666666667'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 58, 'value': '-3'}}, {'stat': {'stat_id': 38, 'value': '1'}}, {'stat': {'stat_id': 40, 'value': '2'}}, {'stat': {'stat_id': 41, 'value': '3'}}, {'stat': {'stat_id': 42, 'value': '3'}}, {'stat': {'stat_id': 43, 'value': '2'}}, {'stat': {'stat_id': 44, 'value': '6'}}, {'stat': {'stat_id': 45, 'value': '3'}}, {'stat': {'stat_id': 46, 'value': '1'}}, {'stat': {'stat_id': 65, 'value': '1'}}]",1.0,1,1,,,,,90.0,1.0
414.l.709240,709240,Pheasant Run Elite,https://football.fantasysports.yahoo.com/f1/709240,False,postdraft,10,4,,1664518407,head,private,406_696126,,gold,,0,0,0,4,1,2022-09-08,17,2023-01-02,,nfl,2022,self,1,,1,True,15,0,0,6,6,0,FR,gametime,1,1662245338,W,10,1,2022-12-03,none,0,ALL,none,0,be499abb1616c8ae1c76161e0e58adb4,"[{'stat': {'stat_id': 4, 'value': '0.05'}}, {'stat': {'stat_id': 5, 'value': '4'}}, {'stat': {'stat_id': 6, 'value': '-2'}}, {'stat': {'stat_id': 9, 'value': '0.125'}}, {'stat': {'stat_id': 10, 'value': '6'}}, {'stat': {'stat_id': 11, 'value': '.5'}}, {'stat': {'stat_id': 12, 'value': '0.125'}}, {'stat': {'stat_id': 13, 'value': '6'}}, {'stat': {'stat_id': 15, 'value': '6'}}, {'stat': {'stat_id': 16, 'value': '2'}}, {'stat': {'stat_id': 18, 'value': '-2'}}, {'stat': {'stat_id': 57, 'value': '6'}}, {'stat': {'stat_id': 32, 'value': '1'}}, {'stat': {'stat_id': 33, 'value': '2'}}, {'stat': {'stat_id': 34, 'value': '2'}}, {'stat': {'stat_id': 35, 'value': '3'}}, {'stat': {'stat_id': 36, 'value': '2'}}, {'stat': {'stat_id': 37, 'value': '2'}}, {'stat': {'stat_id': 50, 'value': '8'}}, {'stat': {'stat_id': 51, 'value': '6'}}, {'stat': {'stat_id': 52, 'value': '4'}}, {'stat': {'stat_id': 53, 'value': '2'}}, {'stat': {'stat_id': 54, 'value': '0'}}, {'stat': {'stat_id': 55, 'value': '-2'}}, {'stat': {'stat_id': 56, 'value': '-4'}}, {'stat': {'stat_id': 67, 'value': '2'}}, {'stat': {'stat_id': 68, 'value': '0.5'}}, {'stat': {'stat_id': 77, 'value': '0.5'}}, {'stat': {'stat_id': 82, 'value': '2'}}]",1,1,1,60,,,,60,
